business_name,review_location,review_date,review_stars,review_content,user_url
La Mex Taqueria Truck,"Cupertino, CA",8/24/2018,2,"Got a surf n turf burrito with no sour cream today for lunch. My friend requested the same burrito but asked for the steak to be substituted with fish because she's pescatarian! Our food came out 15 mins later and immediately we were surprised that our burrito didn't feel pippin hot when we were holding onto it.  I love when my food comes out hot because it makes me feel like I'm eating some very fresh. But this burrito felt very cold, like they pre-made all the items and didn't keep them heated up. It was very disappointing to pay $10 for a burrito that had below room temperature steak and shrimp.  The cheese inside was not melted at all nor was the tortilla warm which makes me really believe that all items are made super fast without thought.<br><br>The biggest problem was my friends burrito did not have fish as she requested AND there were pieces of meat in there. She doesn't eat meat and I t's really frustrating when the cashier says the change to fish is doable but does not communicate to the person making the burrito the change. <br><br>On top of that they charge 50 cents for using credit cards. Since I've been to these food truck events I was surprised since other food trucks don't normally charge the fee for using credit cards.  I would not come back to this food truck again.",https://www.yelp.com/user_details?userid=G8a47i1PnvDCLH12jrgnAg
La Mex Taqueria Truck,"Sacramento, CA",10/18/2018,2,"It was ok, not the best burrito in town. Good-sized but was a bit dry, could've used some more sour cream and maybe salsa. They had salsa in the refrigerator but was sitting all day and stuff was spilled everywhere didn't look too appealing",https://www.yelp.com/user_details?userid=1ULhGePOVUS5MrZV4duHJQ
La Mex Taqueria Truck,"Sacramento, CA",4/2/2018,4,It was very good.  It is a little bit more on the high scale thankful that E2 church gave us a voucher to pay for the food.  But I would definitely come back quality was good in my little daughter Dahlia I was tearing it up.  My friend had got some Nachos and they were also good too,https://www.yelp.com/user_details?userid=9CwNuXOWVmG-h2KuifWC4A
La Mex Taqueria Truck,"Rocklin, CA",6/13/2018,1,I ate here the other day and had the absolute worst burrito that I have ever had in my life. The carne asada looked like it was boiled. Do yourself a favor and stay away.,https://www.yelp.com/user_details?userid=2lU90Yg7g0D11xVyiuzC2A
La Mex Taqueria Truck,"Antelope, CA",7/13/2018,5,They are very good ordered the turf it lunch at the food truck. Very filling and the best street tacos  I have had in a long. Good prices and food was fresh and fast. Don't eat much from food trucks and was happy,https://www.yelp.com/user_details?userid=f70vswpGoEb_qcVWVuTSjw
La Mex Taqueria Truck,"Elk Grove, CA",5/17/2017,3,"I tried their Fish tacos at Sac Food Truck wars at the old railyard. I was expecting grilled pieces of fish but my tacos looked like it had minced fish. The texture was that of minced fish too. I think Chandos has better fish tacos, but ill give La Mex another shot next time and order other things from their menu and update my review. Overall their fish tacos were ok. The ingredients were fresh and its a filling serving of 4 street tacos with chips on the side.",https://www.yelp.com/user_details?userid=1noEnpLlagabkc7TXKXBBQ
La Mex Taqueria Truck,"Sacramento, CA",7/1/2018,5,"Hey love the food, but I am biased, I'm family. I did see someone say that tio Rodger is the proprietor of the truck. That pissed me off! Don't post stuff you don't know about. Tio Rodger is in heaven and please don't comment if u don't know the family.",https://www.yelp.com/user_details?userid=XOZIbgvz2B4rsvunn1LGQA
La Mex Taqueria Truck,"Downtown Core, Davis, CA",5/16/2018,3,"Of all the taco trucks that roll in UC Davis, this is the closest one that actually get things right. Having a salsa bar like a actual taco truck should have is what's making this food truck as good as it is. The burrito was close to being good. I got a super burrito that only contained rice, beans, cheese, meat, and some sour cream for $10, guac not included but for an extra $1.50. The burrito looked and felt decently sized but I wasn't completely full. Good attempt from another taco truck that rips the college students of Davis off. props for having a salsa bar though haha.",https://www.yelp.com/user_details?userid=oOG0ZiGcuaT1iIXBn1Evvg
La Mex Taqueria Truck,"Elk Grove, CA",6/15/2016,3,"Stumbled upon this truck during the lunch hour at the capitol. We looked over the menu for a brief moment and placed our orders. My buddy ordered a couple of chicken and beef tacos. I chose to go with a couple shrimp and fish tacos. My buddy got his order in a timely manner but my tacos took sometime. It was a bit inconvenient as my buddy was nice enough to wait for me, but at the same time we were in a time constraint due to the lunch hour break. <br><br>Once we opened our Styrofoam boxes I was pleased to see my tacos, but I can't say the same for my buddy. He looked disappointed, because for the price he thought he would get something a bit more elaborate than some ""street"" tacos. We both scarfed our tacos down, I enjoyed the fish tacos, but the shrimp tacos lacked in my opinion. <br><br>The workers in the truck were friendly and there is a door on the back end of the truck that says ""salsa"" where you can scoop out several varietyies of slalsa in to little plastic cups.",https://www.yelp.com/user_details?userid=U3w01iPvaufAhZlOfMDBkg
La Mex Taqueria Truck,"Folsom, CA",7/20/2017,2,"Visited them yesterday at the Folsom Sactomofo event and got a quesadilla because that's what my daughter wanted. Their menu is small which makes it easy to choose and their price includes any variety of meat they have with your tacos, burrito, or quesadilla. However, when i asked how much a plain quesadilla was they said price didn't matter if you get it without meat, it's the same. So yes a plain quesadilla with a few chips and sour cream will cost you $9 at this food truck. And if you pay with card, they'll ask you if the 50 cents charge is okay. Well, no I wouldn't like it but what am i gonna do? <br>There wasn't anything special about the food so I won't be back.<br>You've got a lot better options when it comes to Mexican food trucks, food trucks and Mexican food in general.",https://www.yelp.com/user_details?userid=fisQzqVvitStQoKZfjRWcQ
La Mex Taqueria Truck,"Fremont, CA",3/21/2018,2,"Pretty pricey for what you get. I payed $10 for a veggie burrito ... It was small, and they forgot the avocado ... not worth it in my opinion.",https://www.yelp.com/user_details?userid=o2TsHP46hx_ZZ9dkrzF6zQ
La Mex Taqueria Truck,"Sloughhouse, CA",6/18/2018,3,"Bummer. My wife and I were really hungry!  We decided to get the super burrito with carne asada. We really liked it and could not figure out the negative reviews on yelp. It was really good!  Fast forward a month. Our second time. Total waste!!  It was awful!  I was actually shocked!  Grissled meat, full of rice, little beans, nothing else!!  $11 later x3!! Not to mention yellow limes and watery sour  cream. Too bad. Wanted to like them even after the negative reviews I read. . Got to say, wife and I are done!!",https://www.yelp.com/user_details?userid=zJovS5j-UJ8zbp4NN1dcEw
La Mex Taqueria Truck,"Sunnyvale, CA",12/9/2017,2,Fish tacos were OK but the burrito was really lousy. Burrito was cold inside.  Cheese not melted.  Too much rice - not enough meat.,https://www.yelp.com/user_details?userid=UZXt2ySh8zHAA_kbnUwtdQ
La Mex Taqueria Truck,"Sacramento, CA",6/20/2018,1,"Had a ""SUPER BURRITO"" from this truck at a event at Garcia Bend. Cost $13. It was horrible. All beans and rice hardly ant meat. Over seasoned, and the size of a $3 burrito from taco bell. These events are a time to shine not rip people off by charge twice the normal price and serving half the food. Do a good job and will will make way more money with repeat customers and word of mouth. Then overcharging for crumbs.",https://www.yelp.com/user_details?userid=wP-ifaHBGSHzGGDyuAfoag
La Mex Taqueria Truck,"Mountain House, CA",7/16/2017,1,"If you are looking for authentic Mexican taco truck style food, this is not the place for you. <br><br>Burritos we ordered were bland and missing ingredients<br>They use cheddar cheese <br>They don't have al pastor for tacos <br><br>We were driving home from a flight at the airport- stopped here and wish we would have gone to the other truck near it. <br><br>I don't understand how this is ""the original"" since 1998- very disappointed.",https://www.yelp.com/user_details?userid=ZVJKJjj2B5SkX1mTmsEWYw
La Mex Taqueria Truck,"Rocklin, CA",4/18/2017,3,"Turned on to this truck while attending different sporting events in the area (Sac State), and they participate in the ROUND UP on Fridays (near my office.)  The surf and turf burrito is a favorite, it's TWO meals frankly, it's huge!  I've had their tacos, and I've tasted the nachos.  Hubby is a fan as well, he attends a LOT of sporting events where La Mex is a vendor.  The ""Cool Thing"" about this truck?  Their food is consistent, and THEY are friendly and remember their regulars.  Not my FAV truck out there, but definitely one worth taking a look at.",https://www.yelp.com/user_details?userid=uKz6lS-eIi94-Y-Jlwc8hw
La Mex Taqueria Truck,"Sacramento, CA",11/20/2014,4,"Time for an update.  <br><br>The truck is still always in the Rico's parking lot.  It's had a facelift though.  It's bright green with the likeness of proprietor ""Tio Roger"" painted on the side.   Tacos are still delicious.  Priced at  $4.50 for 3 tacos with most meats (shrimp and fish $7), it's a deal. That surf and turf burrito is tempting.  Maybe next time......",https://www.yelp.com/user_details?userid=ZbHkj6HH4udAwi6MMx2SjA
La Mex Taqueria Truck,"Elk Grove, CA",,5,We had their Street Tacos and chicken Nachos there were super tasty! Love the people working in the truck! They were at Anatoli Park for food truck night!,https://www.yelp.com/user_details?userid=FQdYQfSK0QtDuuGpDrmQdA
La Mex Taqueria Truck,"Brooklyn, NY",5/2/2017,5,"Sacramento has a lot of taco options but for authentic and tasty Mexican style street tacos you really gotta do some digging. This truck delivers! Finally found tasty lengua tacos for my husband and good gringa meat ones for me. Meat was tasty, fresh and juicy; not overcooked, dry, or oily as I've found at other places (sorry Chando's). We stumbled on them in McKinley Park on a slow night but look forward to trying them in their regular location.",https://www.yelp.com/user_details?userid=fW_zOGSNhKbesKX7Idne0g
Hefty Gyros,"San Jose, CA",10/24/2018,5,"I would to first of all mention that they are here at the Vallejo waterfront this Wednesday, and what a nice day it is today inshallah! I would like to express my thanks to Eric and Hefty Gyros for helping to earn my business. Today I was indecisive in what I wanted to eat.  Eric answered some questions about their food which basically sold me on their beef/lamb gyro. <br><br>The gyro itself is very tasty and filling.  There is a good portion of halal beef and lamb,  veggies, bananna pepper, and tsaziki sauce served on a warm pita. I had this with a side of halal fries. <br><br>The live band playing rasta music definitely added to my dinner out on the waterfront on this warm evening. <br><br>Thanks guys!!",https://www.yelp.com/user_details?userid=DrR1T9OABJ1eTKuB2yj4pg
Hefty Gyros,"Gold River, CA",10/17/2018,4,Hefty Gyros came to my work  for lunch so I finally got to try them out. I did a yelp search for them prior just to see what they have to offer and seeing the high ratings.<br><br>So many delicious pictures which makes it hard to choose what you want to try. Lol so I tried the gyro salad. It's a big portion filled with fresh salad and meat! Everything was perfect on it and I only finished half of it since it was a big portion. Loved everything about it. The gyro was delicious and different it falls apart verse it sticking together if that makes sense lol. I don't know how I feel about that but it's good. and they don't skimp out either. The service was quick since I came a little earlier to beat the rush lol. I would recommend! I can't wait to try the other items when they are back!,https://www.yelp.com/user_details?userid=mqW9P_Z0hzPFdXExoZVifw
Hefty Gyros,"Arden-Arcade, Sacramento, CA",9/17/2018,5,"I was in Yuba City yesterday for the food truck event and decided to give Hefty Gyros a try and boy, was I not disappointed. My husband and I each had a gyro that was one of the best ones I have had yet and we shared the hefty chicken fries. Man...those hefty chicken fries were magic in my mouth. When I met up with my friends to eat lunch, they seemed a little bummed that they were eating boring BBQ and we were eating fun foods.<br><br>The food was fresh, very reasonably priced and some of the best Greek food I've ever had....<br><br>Where can I find you guys ALL THE TIME?",https://www.yelp.com/user_details?userid=gMdVrteVAKt-SqqgNvA0qA
Hefty Gyros,"Rancho Cordova, CA",10/28/2018,4,Dropping this to four stars since Hefty Gyros has priced themselves out of my food truck choices. Still tasty but prices seem to increase every time I see this truck out. I used to like Hefty being the best value at the food truck events. Now I just grab entrees from Bacon Mania or Rudys On The Roll for about the same price of my favorite Hefty fries :(,https://www.yelp.com/user_details?userid=NQkM2JiPHmEfyA-w_mhUQg
Hefty Gyros,"Sacramento, CA",,3,"I don't even know where to start my review but here we go to begin with.<br><br>After reading all the great reviews I wanted to try their food for a long time and finally today was the day.<br><br>The truck was by the Sac Airport off Elkhorn in the Amazon Fulfillment Center parking lot.<br><br>Got there around 1:25pm and the only food left was falafel so I ended up getting combo plate #6.<br><br>I was very disappointed to see ranch on the whole plate. The falafel was all crumbs instead of round balls and there was barely any rice.<br><br>It beats me but I have no idea how this Kabob food truck is rated top 100 with 5 star reviews overall.<br><br>I can easily name 5-6 Kabob restaurants that beats these guys in food quality, quantity and prices (Sactown Kabob, Hummus Extreme, Armenian Grill, Ariana, Kabob &amp; Gyro Grill) these are just to name a few.<br><br>I'll give these guys one more try ordering a meat combo next time and will do an update.<br><br>Service was great <br>Food not so good<br>3 Stars Overall",https://www.yelp.com/user_details?userid=1ykeX5bU3sq3Rc_AHiNo2Q
Hefty Gyros,"Vacaville, CA",4/30/2018,5,"My coworkers and I checked out Hefty Gyros over lunch on Travis AFB and I'm so glad that we did! It was awesome! Totally exceeded our expectations. We each had something different and we all were happy with our choices. I would definitely go back!! <br>Oh, the staff was very friendly and accommodating. ZERO complaints!! If you see the Hefty Gyros food truck...try them out!",https://www.yelp.com/user_details?userid=NVciE93sD4CfUX1ptaD8zA
Hefty Gyros,"San Francisco Bay Area, CA",10/29/2018,4,"Definitely not 5 stars, but I feel comfortable with 4. The chicken is yummy and their fries are great, but their pita bread was a 2/5. Maybe this was just a fluke, but I was definitely disappointed with the pita.",https://www.yelp.com/user_details?userid=OBGbytHsxJ1H5zWW_TE_qA
Hefty Gyros,"Elk Grove, CA",10/22/2018,4,"Hefty Gyros twice in 7 days; lucky me! There was an event going on in my workplace and I'm so glad they made an appearance here. Although they had a more limited menu (which sucks because I love their rice), I decided to try something else.<br>I ordered the Ultimate Gyro and a side of Special Fries. The Ultimate Gyro comes with chicken and beef/lamb and the Special Fries are seasoned and drenched in the white sauce and Sriracha. Delicious!<br>The gyro bread wasn't warm and didn't seem too fresh and there wasn't enough chicken/beef/lamb in it, in my opinion, but everything else on the inside was great! My go-to order would still be the rice platters but the gyros is a decent meal, and the fries are a must!<br>Looking forward to finding them at more events!",https://www.yelp.com/user_details?userid=6cBZYz36SYI1g0cYBYsteA
Hefty Gyros,"Granite Bay, CA",5/11/2018,5,These guys are the best! Made it so quickly and smells so good! Guys working are the coolest dudes,https://www.yelp.com/user_details?userid=0-EAEKQ7uV73VG_5G6mzfQ
Hefty Gyros,"Union City, CA",,5,"The food is amazing. I mean, the meat is tender and delicious. The guys work so hard and they are friendly. I'll definitely highly recommend this truck to spicy food lovers. Man. I just couldn't help but eat their food. Truck is on point, fire looking design makes it catchy to the customer. Their rice plates and fries and bomb. 5/5 stars. It will never disappoint you",https://www.yelp.com/user_details?userid=nMm-WoILMUwyhY8ddTMycw
Hefty Gyros,"Rocklin, CA",11/15/2018,4,"My Boys NEVER let me down!  Hubby and I seek out this truck when we are out and about (usually sporting events.)  I am thankful that they are often part of the Food Truck round-up out in the Rancho/Mather area on Wednesdays, and Fridays.<br>Today while getting in my 1 mile walk (rt) to the VA Farmer's Market, I popped over to see the guys.  Low and behold, they hooked me up with a special gyro today, SPICY!  <br>There is this old thing Momma always taught me, BE NICE TO OTHERS, and they will usually return it to you (sometimes 10 fold.)<br>Great group of guys on this truck, and today was NO disappointment! <br>I only wish I took the photo before I walked back to my office with it (tucked in my market bag.)  This photo does NOT do it justice!<br>YUM YUM!",https://www.yelp.com/user_details?userid=uKz6lS-eIi94-Y-Jlwc8hw
Hefty Gyros,"Honolulu, HI",9/26/2018,5,"One of my favorite food trucks ever. The food quality and portion size make it worth the price for sure!<br>My husband and I had the pleasure of eating here tonight when they were open at Pumpkin Nights in Auburn! <br>The food was delicious, customer service was amazing, WONDERFUL PEOPLE! <br>Thank you so much Hefty Gyros!",https://www.yelp.com/user_details?userid=fNGBbwWlj_cVpeDc4IhEZg
Hefty Gyros,"Sacramento, CA",1/17/2018,5,"I decided to finally check out Hefty Gyros after they were rated in Yelp's top 100 restaurants in the U.S.  I've got to say, they definitely are deserving of such a prestigious title. This is by far the best food my senses have held the privilege experiencing in a very long time. The young guys running the show have excellent customer service and the food they serve is not only delicious, but delightfully scrumptious! <br><br>The chicken and lamb gyros were perfect- not too salty and they contained just the right amount of spices. The yogurt sauce is the magic touch that transcends your senses beyond what's worldly and to a new horizon. If one were to reflect on the theme of the old Red Bull commercials where the drink gave you wings- well, Hefty Gyros will do that to you without the jitters. <br><br>The Hefty fries were hefty and a must have. Let me put it this way: if you're a self titled foodie and have not tried Hefty Gyros then, well you are not actually a foodie and are instead living a lie. I commend Hefty Gyros on their well deserved accolades and would recommend them to my friends and enemy alike. Well done.",https://www.yelp.com/user_details?userid=KAMfK-P5zQv4NqRrzXWrrw
Hefty Gyros,"San Jose, CA",11/1/2018,5,Checked the truck out at the NorCal night market after researching which places might be worth a wait. Decided on a chicken gyro and hefty fries. Satisfied with both and wish they were closer to San Jose.,https://www.yelp.com/user_details?userid=sETzWxMtfXcGeYUBVDmOtg
Hefty Gyros,"Sacramento, CA",4/1/2018,5,"If you're a food truck enthusiast or even a fan of the Gyro this place is a must! I've tried the Gyro, Gyro and Rice, and Gyro fries. The food here is delicious and I cannot stress how good it is. The tzatziki sauce they have is yum also. Hot sauce might be a little too much for some people so if you're not a fan of that just tell them to simmer down on it.<br><br>if you ever get a chance order a gyro and enjoy!",https://www.yelp.com/user_details?userid=VKGsufp3NTHVO3dSyofrxg
Hefty Gyros,"El Paso, TX",8/24/2018,5,This food was amazing!! The guy was super nice when I asked for some good food that was light. He recommended the chicken salad. But it wasn't a conventional salad this was made proper. Worth the money and tasty chicken!,https://www.yelp.com/user_details?userid=Tg3qXf899xCyLejBDVAjRw
Hefty Gyros,"Centennial, CO",6/30/2018,5,I am absolutely hooked on their chicken and rice! The chicken is always tender and insanely flavorful with the seasoning and sauces. You can tell these people really care about the food they serve and the customer service they provide. <br>I look forward to eating at Hefty Gyros every time they're in town/near by!,https://www.yelp.com/user_details?userid=zgqmDDt8XvQdUOIOrK5nqw
Hefty Gyros,"Santa Clara, CA",9/9/2018,5,"This was part of the SactoMoFo this evening and it's legit! I usually compare everything I try to Halal Guys, which has stolen my heart since NY. However, I felt like this place gave HG a run for their money because the chicken was not only well marinated, it was incredibly juicy! I went in with no expectations and pleasantly surprised with the quality of their food. Very pleased! <br><br>I made it a meal by ordering the chicken with rice and added the extra $4 for small fries. The fries comes with sriracha and white sauce. <br><br>I hope they are here frequently because I'd love to try them out again!",https://www.yelp.com/user_details?userid=8T_h_H_hs9ZD_iXD-mTPYQ
Hefty Gyros,"San Francisco, CA",8/23/2018,5,Thank goodness these guys come on base to Travis AFB! Saves my lunch every time. Yummy chicken and rice plate and yummy falafel.,https://www.yelp.com/user_details?userid=dY2S0zBQPltoxtGfYXI2rQ
Hefty Gyros,"Santa Clarita, CA",8/17/2017,5,"I had their hefty fries with lamb and all I have to say it was delicious. The fries were so flavorful and filling. If you are in Sacramento I would highly encourage you to stop by and grab a bite, you will not be disappointed.",https://www.yelp.com/user_details?userid=f1iNESXPrk_U9PorXJuCvQ
Fil-Gud,"San Leandro, CA",1/6/2018,4,"First time seeing Filipino food truck here in Vacaville located at the Premium Outlet by Lacoste.  Living here with limited pinoy restaurants can be a challenge.  Decided to give it a try and see how my taste buds will like it.  I ordered Longsilog, sisiglog, and chicken inasal.  Pretty good amount of food.<br><br>Longsilog = comes with garlic rice, the longanisa taste good not too sweet.<br><br>sisiglog = sisig is a little oily but expected, made from pig ears and other crunchy parts.  But cooked the way sisig are cook and not grilled.<br><br>Chicken inasal = chicken is a little dry but has a lot of taste.  <br><br>Overall is not a bad place to eat filipino food especially here in Vacaville with limited selection and not a lot of selections within certain hrs.",https://www.yelp.com/user_details?userid=ZStaKiB2MF7DgSXo1Yqmww
Fil-Gud,"Citrus Heights, CA",8/28/2018,1,"This truck came to my work again today and I've been reluctant to try it due to the lackluster pictures of food on their menu. I didn't really want to eat the lunch I brought today, so I figured I'd give it a whirl. The line was long and the prices were slightly less gouging than your normal food truck, so that's a plus I guess. <br><br>Sisig is my favorite item on another Phillipino food truck that comes here, so despite the fact that it said it contained pig snout and chicken liver, I braved the Sisig anyway, enticed by the jalapeños and lemon. NOPE. Not a fan. It's very rare that I won't eat something after having paid for it, but not today. Yuck. The texture was difficult to overcome but the lack of flavor made it not even worth trying. The garlic fried rice was bland at best. The lumpia, how dare they even call it that! No. This is an imposter. My mom, as white as she is, learned to make lumpia back in the day from a tiny little phillipino lady that her boyfriends brother was married to and it is glorious. I'll admit I'm picky about my lumpia but this was just a bummer. <br><br>Save your money until Wandering Boba makes its way around. Although their lumpia isn't anything special either, it's much better than this and the Sisig is LEGIT.",https://www.yelp.com/user_details?userid=XHyRLqXmrL87QSUycUv3YA
Fil-Gud,"Marysville, CA",1/12/2018,1,Avoid at all cost.  Decided to give it a shot for lunch since it was the only truck out front of my work.  I bought Spanish sausage with rice and egg.  Added a side order of lumpia. Biggest mistake.  Portion was small and not worth the $18.  $9 for lumpia and $9 for Spanish combo.  STAY AWAY!,https://www.yelp.com/user_details?userid=hSpitv4OvvBIMPTdgG-fNQ
Fil-Gud,"Roseville, CA",10/15/2017,1,"What a terrible experience. Was excited to find this food truck parked in the Vacaville outlets and my fiancé I decided to give it a try. We just wanted a snack so got a couple of meat kabobs. At $4 each I thought it was a bit pricy but got them anyway. It took about 20 min to finally get our food. I was expecting Filipino style bbq since this was a Filipino food truck. But they were just covered in what seemed like store bought American bbq sauce. I got the chicken kabob and when I bit into it I thought something was off. I looked down at the piece that I ate and it was RAW. Completely RAW!!! I immediately spit it out . It looked like seared tuna, it was that undercooked. My fiancé ordered the pork and hers was also not cooked. Not as bad as mine but still not cooked. I gave it back to the guy at the window and waited. To my surprise they gave us back the same exact pieces that we had both already taken bites from.... i didn't think you could send something back to a customer after they had eaten some of it. Instead of making us a new order they just threw them in the microwave. And we waited for about 10 to get our food back. This place needs to get its act together.",https://www.yelp.com/user_details?userid=ca_HRiEHIhah6WAYTGUNAA
Fil-Gud,"Oakland, CA",3/26/2018,4,"Not bad it's like comfort food for me, good fix aside from the food in the small food court. $8.75 for the longsilog but you're just supporting mom and pop food trucks!",https://www.yelp.com/user_details?userid=MewqsZwz2xpInMGXyNcWBg
Fil-Gud,"Vacaville, CA",5/13/2018,4,Husband ordered adobo to go and we got a heaping serving of rice and adobo with 3 pcs of lumpia and some salad on the side. If your craving for adobo then this authentic Fil-Gud food.,https://www.yelp.com/user_details?userid=svt1kOFvwAUfSQ21q-2YPg
Fil-Gud,"San Francisco, CA",10/23/2017,2,"I hate to admit it, but I wasted my dough on this place. Sometimes trucks give me the perception that their food is gonna be bomb as hell because they have the chance to exercise their culinary creativity. But with Fil-Gud, I experienced overpriced and plain Filipino food. The garlic rice was a little dry, the chicken bbq was generic, and the tapa was just dried bits of meat. I didn't feel ""Gud"" after eating my meal",https://www.yelp.com/user_details?userid=mLLYO6Z4f1kx40otIU7pgQ
Fil-Gud,"Sacramento, CA",3/11/2018,1,Stupid people sa mga pinoy wag kayo bibili dito hindi na masarap Mahal pa manloloko pa yung lalaki sabi ko order ko Olympia shanghai rice and water he said $9  pag dating order ko lumpia lang binigay yun lng daw yung $9,https://www.yelp.com/user_details?userid=CM7n7_z8SMznli4dP4Uz-g
Fil-Gud,"Vacaville, CA",2/16/2018,5,"We ordered sisig, tapsilog, and bbq skewers. The meal included egg and 3 pieces of pork lumpia which was very delicious. The owner was very kind as well. Definitely coming back again!",https://www.yelp.com/user_details?userid=Wg8Y8EC9u0nYv-d9JQB-Iw
Fil-Gud,"San Pablo, CA",10/28/2017,5,I got the pork barbecue skewer and fried rice it was the best Filipino food I had from a food truck.,https://www.yelp.com/user_details?userid=78uz21CzTf47L2V85IzZjg
Tina’s Tacos & Catering,"Elk Grove, CA",8/9/2018,5,Best dang tacos I've had in Elk Grove ever! Seriously recommend them! Quick service too!,https://www.yelp.com/user_details?userid=QvQfTr3kVHZ-OsieL1I7lQ
